Page,Family,EnglishCommon,LatinSpecies,Length,Voice,Notes
306,"Orioles, Figbird",Yellow Oriole,Oriolus flavocinctus,26-28cm,"rich, mello, liquid notes, delivered in rapid rollicking sequence, ""chiowk-chiowk-chorrok"", a deeper ""chiok-chok-chorrok"", and gurgling ""chorr-chor-chorr-chorrok"". Also a high, sharp, clear ""teoo-tieeew"".",
306,"Orioles, Figbird",Olive-backed Oriole,Oriolus sagittatus,25-28cm,"calls are mellow and resonant, not the very deepy bubbling of the Yellow Oriole, but mostly higher, clearer and more musical. A frequently repeated sequence is a rollicking ""orry-orry-orriole"", quite clearly pronouncing itself to be an ""oriole"". The song is a prolonged version of the call, wandering through similar sequences of notes, often with mimicry of other birds ""quiee-kwee-kworri-kworriole""; also varied querulous squawking and rasping sounds.",
306,"Orioles, Figbird",Figbird,Sphecotheres viridis,28-29cm,"calls are many and varied: commonly used is a rising and falling, loud, penetrating yet quite musical ""tsee-chieuw"", or faster ""tsichiew"". In each case the beginning ""tsee"" or ""tsi"" is very brief and high, just a lead in to the long, descending, strongly whistled ""chieuw"". A few calls from within the group or flock are usually answered by others, the many whistles intermingling in a confusion of sound with the individual calls seeming to be given faster, the calling more excited: ""tsee-chieuw, tseechieuw, tsichiew-tchiew"". Also has various erratic notes both clear and harsh. The song is mellower by strong: ""too, too-heer, too-tooheer"" and similar sequences including mimicry of other birds.",
308,Woodswallows,White-breasted Woodswallow,Artamus leucorynchus,16-18cm,"brisk calls, often as a contact chatter within the flock, a rather brassy ""aerk, aerk-aerk,aerk"". In alarm, louder, harsher, more strident.",
308,Woodswallows,Masked Woodswallow,Artamus personatus,19-20cm,"a rather nasal, querulous ""chrrt"" and ""chak""; soft ""chrrup"", limited mimicry.",
308,Woodswallows,White-browed Woodswallow,Artamus superciliosus,19-20cm,"contact call is a high rather musical, descending ""tchip-tchep"". From large flocks this creates a constant yapping chatter. The song is a softer twittering that includes some mimicry; in alarm a harsh, scolding rattle.",
308,Woodswallows,Black-faced Woodswallow,Artamus cinereus,18-20cm,"calls subdued, slightly scratchy, ""tchif"", ""tchif-tchiff"" or ""tchif-tchap"". Song a brief, soft twittering; loud, harsh alarm call.",
308,Woodswallows,Dusky Woodswallow,Artamus cyanopterus,17-18cm,"contact calls, flight and while perched, brisk, vibrant ""tseit-tzeit"", softer ""zut-zut"". A soft, quiet song often includes mimicry. In defence of nest, a harsh, scolding chatter.",
308,Woodswallows,Little Woodswallow,Artamus minor,12-14cm,"brisk, high, chirping ""peit-peit"" as contact call, often given in flight. When perched, the song is a soft twittering.",
310,Butcherbirds,Black Butcherbird,Cracticus quoyi,38-44cm,"call is a deep, clonking ""kwok"" or ""kwow""; in NT currawong-like ""k-wonk"". Also a harsh ""carr-kark!"". Songs have typical butcherbird character, but deeper, abrupt. A musical four-note sequence has its first note highest, lilting, flute-like; two deep and mellow; the last rising: ""kowk, koork-koork, kowk"". Also gives a long, rapid, mellow, bubbling, yodeling ""kwowk-coor-coor, kwowk-coor-coor, kwowk-coor-"".",
310,Butcherbirds,Grey Butcherbird,Cracticus torquatus,26-30cm,"rich and varied, including musical and mellow as well as harsh souds; soft mimicry, strident shrieks in defence and aggression. Songs include slow, deep, mellow notes, ""quorrok-a-quokoo"", and deep, bubbly to loud, clear ""worrok-a-chowk-chowk-chowk-chowk"". Loudest, often given in wing-quivering flight, are vigorous piping notes that gradually develop a harsh, strident, scolding quality towards the end of the sequence, rapid and lively, ""quayk-quayk-quiak-qraik-qzaik-kzaaik-kzaaik-kzzaik'.",
310,Butcherbirds,Black-headed Butcherbird,Cracticus mentalis,26-28cm,"usually deeper, richer and slower than that of Grey Butcherbird; includes duets, mimicry. Often deep, mellow, throaty notes alternating with sharper sounds, ""whorrr-kwiiek, whorrr-kwiiek"", and ""quorr-quorr-kweeik, quorr-quorr-kweeik"". Also a call similr to that of the Grey, a rapid, rollicking outpouring, slightly harsh, ""kwarr-kwiek, kwarr-kwiek, kwarr-kwiek"", excitedly, as if territorial or warning.",
310,Butcherbirds,Pied Butcherbird,Cracticus nigrogularis,33-36cm,"best heard at dawn during breeding season, or on still, moonlit nights. The sound combines the slow, rich, deep, mellow quality of butcherbirds with the flowing carolling of the Australian Magpie in fluted, far-carrying notes that seem to reflect the loneliness of its outback haunts. Often answered by others, near or distant, in duet or following in sequence, with notes that switch abruptly from high and clear to deep and mellow, but which always seem perfectly chosen.",
312,Australian Magpie,Australian Magpie,Gymnorhina tibicen,37-44cm,"strong, rich and varied carolling, with notes ranging from high and clear to deep and mellow. Often a second bird, or many of the group, join to construct a duet or chorus. This communal territory song is strongest in early to mid-spring months; often sings at night. Softer sub-song includes mimicry of other species. In alarm, loud harsh ""quaark!""",
314,Currawongs,Pied Currawong,Strepera graculina,42-50cm,"a slow, rather rollicking series of mellow, often gurgling sounds: ""kurrok, kurrowk""; ""curra-currow-currowk""; ""carrow-carrow-currawowk"". In flight, a distinctive, wailing, raucous, descending ""kirrair-kirrair-kirrowk"".",
314,Currawongs,Black Currawong,Strepera fuliginosa,47-49cm,"noisy, loud calls often given in flight; usually a long, rollicking, wailing yet rather musical ""kiarr-weeeik, weeeeik-yarr"". Also shorter metallic and croaking noises.",
314,Currawongs,Grey Currawong,Strepera versicolor,45-50cm,"a loud, metallic ""kling-kling-kling"" or ""chring-chring"", and various softer mewings and squeaks. In SW Aust., a clear, ringing ""tiew-tiew-tiew"", while in Tas. gives a metallic ""kier-kier-killink"".",
316,Birds of Paradise,Paradise Riflebird,Ptiloris paradiseus,28-30cm,"a slow, drawn out rasp: starts low, builds to its loudest harsh, grating rasping; fades to a soft hiss, taking in all 3 to 4 sec. May be repeated quickly, but often several minutes apart: ""scraarsh, scraaarsh"", or ""yaaarss"". Also long, upwards whistle; softer churring in displays.",
316,Birds of Paradise,Victoria's Riflebird,Ptiloris victoriae,23-25cm,"almost identical to calls of the Paradise Riflebird; a similarly harsh, rasping call, longer versions slightly undulating: ""scraark, scraar-aark"".",
316,Birds of Paradise,Magnificent Riflebird,Ptiloris magnificus,28-33cm,"males give a deep, powerful ""awoo-arr-WHEET, the sound swooping low through the ""woo"", a growling ""arr', then rising to a powerful, sharp, drawn out, whipcrack ""WHEET"".",
316,Birds of Paradise,Trumpet Manucode,Manuodia keraudrenii,28-32cm,"a rasping, abrupt, gurgling and inwards gulping ""owwgk"".",
318,"Crows, Ravens",Australian Raven,Corvus coronoides,48-54cm,"strong, first note of sequence rather high, loud, clear, then descending, fading to a deep, slow, muffled groan or gurgle: ""aairk, aark, aaarh, aargargh""; also gives high wailings.",
318,"Crows, Ravens",Forest Raven,Corvus tasmanicus,51-54cm,"very deep, rough, bass ""karr, karr, kar-r-r-r"", often with last note slow and falling away. ""Returning home"" call is deeper, descending.",
318,"Crows, Ravens",Little Raven,Corvus Mellori,48-50cm,"a deep, guttural baritone, notes quick, clipped or abrupt, ""ok-ok-ok"", then may fade away, ""ok-orhk-orrh"", creakings. When perched, calls are accompanied by quick flicks of both wings together. The ""returning home"" call, with wing-fluttering flight, is deep, croaking.",
318,"Crows, Ravens",Little Crow,Corvus bennetti,45-48cm,"a rapid, deep, nasal baritone, ""nark-nark-nark"", and slow creaking sounds. Sometimes gives a creaky call with fluttering ""returning home"" or ""returning to flock"" flight action.",
318,"Crows, Ravens",Torresian Crow,Corvus orru,48-53cm,"nasal ""uk-uk-uk-uk-"", often last notes slower. Also harsh, aggressive ""arrk-arrk-arrk-arrk, arrrrgk"", evenly pitched and spaced until lat deep gurgles. In ""returning home"" flight, a long, nasal call, abrupt finish.",
320,"House Crow, Chough, Apostlebird",House Crow,Corvus splendens,42-44cm,"rasping, high ""kza"", downwards ""kzow"", lower ""kiowk"".",
320,"House Crow, Chough, Apostlebird",White-winged Chough,Corcorax melanorhamphos,43-47cm,"rather mournful, piping, whistling calls, beginning as a high, clear, musical whistle, descending an becoming more mellow; a pause, then rising high and clear again for the next long, downward slide: ""t-i-e-e-ew, t-i-e-e-e-uw, t-i-e-e-uuw"". Usually given by many or a group together, calls intermingling. In alarm or aggression, harsh, rasping sound, ""ch-z-z-zar"", which, from many birds together, becomes an almost continuous threatening barrage of unpleasant noise.",
320,"House Crow, Chough, Apostlebird",Apostlebird,Struthidea cinerea,29-33cm,"varied harsh, discordant noises, usually taken up by many in a group. Includes a harsh, scrtatchy ""scrairch-scaach"", grinding, grating sounds, louder ""tziiew, tz-iew"" and rough abrupt warning calls; garrulous participation in any flock activities. Very noisy early in breeding season, with much loud chattering.",
322,"Catbirds, Bowerbirds",Spotted Catbird,Ailuroedus melanotis,28-32cm,"a cat-meowing, grating, wailing quality, similar to that of the Green Catbird, but probably more nasal. The ""here-I-are"" call is slower, more drawn out, wavering and very grating: ""heeeir-I-aaa-arrr"".",
322,"Catbirds, Bowerbirds",Green Catbird,Ailuroedus crassirostris,24-33cm,"similar to that of the Spotted Catbird, an undulating grating wail, which, with familiarity, becomes a welcome sound of the rainforest. The call varies from a short, recognisable ""heer-I-aar"" to a long, drawn out, quavering version: ""heeeir-leee-aaa-aarr"".",
322,"Catbirds, Bowerbirds",Golden Bowerbird,Prionodura newtonianana,23-25cm,"distinctive, including a rapid, pulsating, buzzing, metallic vibration: ""tzuz-uz-uz-uz-uz-"". Another noise is similar to the sound of rice grains shaken vigorously in a matchbox, as rapid ""chk-chk-chk-chk"".",
322,"Catbirds, Bowerbirds",Regent Bowerbird,Sericulus chrysocephalus,25-29cm,"male in display at bower gives a husky, wheezy, grinding ""kzzzark-kzzaark, kzzzaark-kzzaark, kzzzark"", and low chattering.",
322,"Catbirds, Bowerbirds",Satin Bowerbird,Ptilonorhynchus violaceus,28-34cm,"noisy in breeding season, especially in vicinity of the bower, with loud, harsh, grinding churring and wheezy buzzing: rapid, rollicking ""tzzarr-tzzarr-tzzarr-tzzarrtz-tzzarr-tzzarrrr"", whistled ""whitchiew""; indulges in some mimicry.",
324,Bowerbirds,Tooth-billed Bowerbird,Scenopoeetes dentirostris,26-28cm,"extremely varied; switches abruptly from low harsh, rasping noises to high, clear whistles and soft, mellow notes with passages recognisable from other birds' song such as the fine, clear notes of thornbill or honeyeater, or the more strident, harsh calls of a parrot.",
324,Bowerbirds,Spotted Bowerbird,Chlamydera maculata,25-31cm,"noisy near the bower with varied churring, grinding and metallic sounds. An accomplished mimic, imitates diverse bird calls and other sounds.",
324,Bowerbirds,Western Bowerbird,Chlamydera guttata,25-29cm,"loud, harsh calls echo far through rocky gorges. In display at bower, varied churring, grinding sounds; some like feral cat, perhaps mimicry.",
324,Bowerbirds,Great Bowerbird,Chlamydera nuchalis,33-38cm,"a mixture of strongly contrasting nises -- wheezing, churring, raucous, harsh, graing,  rasping ""scraaach, graarrk"" -- intermingled with snatches of clear, piping whistles, often brief snaches of the clear ong of a small bird, then perhaps switching to the deonic cackling of Blue-winged Kookaburras.",
324,Bowerbirds,Fawn-breasted Bowerbird,Chlamydera cerviniventris,27-30cm,"male is noisy in vicinity of bower during spring to summer breeding season, attracting attention with grating sounds, including long series of loud scratchy, rasping ""scaarrch-scarrch-scarrrch-"", and long ""sca-riarr-iarch""; almost explosive is a loud, harsh, abrupt ""tchuk,tchuk-,tchark. In contrast are whistled notes, perhaps mimicry of part of the song of another bird.",
326,"Bushlark, Skylark, Pipits, Citrine Wagtail",Singing Bushlark,Miafra javanica,12-15cm,"song varied, not as rich or strong as Skylark, interwoven with shrill trilling, rich, melodious sounds, mimicry. Given in flight or perched. Song flights in breeding season; rises high to hover while singing loudly.",
326,"Bushlark, Skylark, Pipits, Citrine Wagtail",Skylark,Alauda arvensis,17-19cm,"lengthy outpourings of rich sound, a clear, very attractive and musical song that is often given during steep, upward flights; often gives a quick, mellow ""chirrup"".",
326,"Bushlark, Skylark, Pipits, Citrine Wagtail",Australian (Richard's) Pipit,Anthus novaeseelandiae,16-18cm,"a brisk, cheery, rather abrupt ""chirrip"" or ""ch'rip"" and ""tsweip"". Courting male has a song flight from a low perch, undulating but gradually rising higher, with each downward dip accompanied by a quavering, trilled ""tiz-wee-ir"".",
326,"Bushlark, Skylark, Pipits, Citrine Wagtail",Red-throated Pipit,Anthus cervinus,15-16cm,"a distinctive, high pitched, piercing ""pseeiew"", ""tsee-itz"" or ""pseeeip"".",
326,"Bushlark, Skylark, Pipits, Citrine Wagtail",Citrine Wagtail,Motacilla citreola,16-18cm,"a husky, wheezy ""dzzeip"" and, less frequently, a high, sharp, less rasping ""tsieeow"".",
328,Eurasian Wagtails,Yellow Wagtail,Motacilla flava,16-18cm,"when flushed and in flight, a wheezy, drawn out ""chzeeip"" or ""tsweeip"", a call with each bounce of the undulating flight.",
328,Eurasian Wagtails,Grey Wagtail,Motacilla cinerea,18-19cm,"in flight, a sharp ""zichiep"" or ""zittick"".",
328,Eurasian Wagtails,Black-backed Wagtail,Motacilla lugens,16-18cm,like that of the White-backed Wagtail.,
328,Eurasian Wagtails,White Wagtail,Motacilla alba,18-20cm,"a sharp, rather hard and harsh, disyllabic ""chizzik"" or ""tichizzik"", given in flight.",
330,"Grass-finches, Pictorella Mannikin",Zebra Finch,Taeniopygia guttata,10cm,"loud nasal or brassy twanging, ""tiarr"", and abrupt ""tet, tet"" from flocks in flight.",
330,"Grass-finches, Pictorella Mannikin",Double-barred Finch,Taeniopygia bichenovii,10-11cm,"in contact, a brassy, drawn out ""tzeeaat, tzeeaat"" like that of the Zebra Finch, but each call longer, more plaintive; similar sounds, weaker, may form a more continuous passage of song. In close contact, an abrupt, low ""tat, tat"".",
330,"Grass-finches, Pictorella Mannikin",Long-tailed Finch,Poephila acuticuauda,15-16cm,"contact call, often in flight, a soft ""tek""; also a slow, rather mournful, descending ""whieeeuw"" and loud, whistled ""whirrr"".",
330,"Grass-finches, Pictorella Mannikin",Black-throated Finch,Poephila cincta,9-11cm,"contact call a soft ""tek, often in flight; also a whistle similar to that of the Long-tailed Finch, but lower, more hoarse.",
330,"Grass-finches, Pictorella Mannikin",Masked Finch,Poephila personata,12-14cm,"loud, brassy, nasal ""ziat"" similar to Zebra Finch's call; nasal ""twet-twet"" and soft chatterings in flocks.",
330,"Grass-finches, Pictorella Mannikin",Pictorella Mannikin,Heteromunia pectoralis,11-12cm,"contact call within flocks, a low ""tsip""; identity call, a loud, sharp ""tliep"" or longer ""tlee-ip"".",
332,"Grass-finches, Mannikins",Crimson Finch,Neochmia phaeton,13-14cm,"high, penetrating, squeaking ""tseit-tseit-tseit""; sharp, fine, single or double ""tsit-tsit"" in contact; high ""tchieep"" in alarm. When feeding birds are flushed, silvery tinkling contact calls.",
